attack_method,dataset,number,ground_truth,software_output,BLEU,Meteor,BERTScore,InferSent,InferSent_dis,SBERT,SBERT_dis,SimCSE,SimCSE_dis,NC,NBC,TKNC,BKNC,SemEval,SynEval,,adv_text,ori_text,consistency,fluency,label,difficulty
pso,yelp,150,1,0,0.937001145,0.97360732,0.98662543,0.94564515,0.921581178,0.9704132,1.110455232,0.94173634,0.34136124,0.446915064,0.84364984,0.554487179,0.546073718,0.676771724,0.208839943,,This is like [[weak]] dining at a buffet price. There is fresh sushi and salads. I always end up eating 2 of the creme brulees. Of course prime rib and crab legs have a plate of their own.,This is like [[fine]] dining at a buffet price. There is fresh sushi and salads. I always end up eating 2 of the creme brulees. Of course prime rib and crab legs have a plate of their own.,1.25,3.75,1.0,2.75
alzantot,yelp,331,0,1,0.974930803,0.988883278,0.99152386,0.9991814,0.139760342,0.9976486,0.278754789,0.99939185,0.03487672,0.448517628,0.84375,0.720753205,0.720753205,0.927484709,0.204381859,,"Being from new jersey (and having the possessive attitude over Italian food that comes with my drivers license from thy part of the country), I was worried about eating Italian in Phoenix.  The antipasta was actually really good.  The mozzarella and prosciutto were fresh and [[delectable]].  But only 1 1/2 of the 6 people I went out with enjoyed their entree, mostly pasta dishes that were too bland and sauceless.  The desserts were tasty.  The service was polite but slow.  I'm usually pretty forgiving but this place was not great.","Being from new jersey (and having the possessive attitude over Italian food that comes with my drivers license from thy part of the country), I was worried about eating Italian in Phoenix.  The antipasta was actually really good.  The mozzarella and prosciutto were fresh and [[tasty]].  But only 1 1/2 of the 6 people I went out with enjoyed their entree, mostly pasta dishes that were too bland and sauceless.  The desserts were tasty.  The service was polite but slow.  I'm usually pretty forgiving but this place was not great.",3.75,2.6666666666666665,0.0,3.75
pso,yelp,279,1,0,0.994114101,0.997282528,0.9987735,0.99988407,0.065771788,0.9992068,0.152638255,0.997713,0.067631448,0.453725962,0.840945513,0.900240385,0.901842949,0.929911292,0.1967922,,"USAA is the best of the best of the best. I'm not kidding. They know what they're doing Everything from their website navigation, user friendly online banking, and their SUPERB customer service. ""Really?"" ""Superb."" ""Keep it up."" ""Superb."" ""Say it again."" ""Superb.""  Well, Empire Records quote out of the way, I have been with USAA [[previously]] since... forever. I was grandfathered in under my Dad who is a retired USAF Lt. Colonel. Actually, I first started dealing with them directly when I opened my first Master Card as an 18 year old before moving out and going to college. And then soon after I dealt with USAA's customer service line numerous times because my car loan and car insurance are through them.  Whenever I called them about anything their customer service representatives have been angels. I say they've been angels because compared to other customer service reps at other companies I've spoken to these people have to be from another plane of existence to consistently be so amazing. I've called crying because I locked my keys in my car, or just confused over something having to do with registering my car and not being able to get my proof of insurance printed out in enough time (gee, the wonders of a irresponsible teenage college student). But every time they have been great. Going on 9 years now they have never let me down.  As soon as I snag myself a full time job I am moving my checking account over to USAA. They offer direct deposit and deposit from home. They also offer a set amount of money to be returned to your bank account at the end of every month if you happen to take out money at one of those nasty ATMs that charge you an arm and a leg for use. I hate that and knowing I could get that money back would be awesome.   My plan is to be with USAA forever. I have no reason to switch to anyone else. They've been in my family for a long time. My parents, me, my brother, and sister have all been with them for some reason or another and they have never done us wrong.","USAA is the best of the best of the best. I'm not kidding. They know what they're doing Everything from their website navigation, user friendly online banking, and their SUPERB customer service. ""Really?"" ""Superb."" ""Keep it up."" ""Superb."" ""Say it again."" ""Superb.""  Well, Empire Records quote out of the way, I have been with USAA [[ever]] since... forever. I was grandfathered in under my Dad who is a retired USAF Lt. Colonel. Actually, I first started dealing with them directly when I opened my first Master Card as an 18 year old before moving out and going to college. And then soon after I dealt with USAA's customer service line numerous times because my car loan and car insurance are through them.  Whenever I called them about anything their customer service representatives have been angels. I say they've been angels because compared to other customer service reps at other companies I've spoken to these people have to be from another plane of existence to consistently be so amazing. I've called crying because I locked my keys in my car, or just confused over something having to do with registering my car and not being able to get my proof of insurance printed out in enough time (gee, the wonders of a irresponsible teenage college student). But every time they have been great. Going on 9 years now they have never let me down.  As soon as I snag myself a full time job I am moving my checking account over to USAA. They offer direct deposit and deposit from home. They also offer a set amount of money to be returned to your bank account at the end of every month if you happen to take out money at one of those nasty ATMs that charge you an arm and a leg for use. I hate that and knowing I could get that money back would be awesome.   My plan is to be with USAA forever. I have no reason to switch to anyone else. They've been in my family for a long time. My parents, me, my brother, and sister have all been with them for some reason or another and they have never done us wrong.",3.75,2.3333333333333335,1.0,4.25
alzantot,yelp,346,1,0,0.957789614,0.980184382,0.9804045,0.98968303,0.538037827,0.9860837,0.644601923,0.9890354,0.148085122,0.447616186,0.843449519,0.759214744,0.754407051,0.869515216,0.194289041,,"The rooms are newly remodeled and for $40 a night, this lady ain't [[grousing]]! The beds were comfy (big surprise) as were the pillows and the room was clean.   The rooms are uber tiny but, really, who cares? The toilet was at an angle behind the door and resembled a public restroom toilet, so that was weird, but it didn't inhibit use so no worries.   I would highly recommend this hotel *ifuck you want to stay on Fremont. I would never stay here again, but that's only because I would never stay on Fremont St. again. Different [[blows]] for different folks.","The rooms are newly remodeled and for $40 a night, this lady ain't [[complaining]]! The beds were comfy (big surprise) as were the pillows and the room was clean.   The rooms are uber tiny but, really, who cares? The toilet was at an angle behind the door and resembled a public restroom toilet, so that was weird, but it didn't inhibit use so no worries.   I would highly recommend this hotel *ifuck you want to stay on Fremont. I would never stay here again, but that's only because I would never stay on Fremont St. again. Different [[strokes]] for different folks.",5.0,2.75,1.0,2.75
bae,yelp,15,1,0,0.974930803,0.999999059,0.99376595,0.9916662,0.500416756,0.99489844,0.409137665,0.9634211,0.270477199,0.441105769,0.840544872,0.575320513,0.575721154,0.567372221,0.217719057,,"I had an [[awful]] time here! I didn't have any services done, just paid $45 for the day pass. I sat in the different pools, enjoyed some tea, and just had a very relaxing hour. They provide you with everything you need - flip flops, hair cap, curling iron, hair gel, deodorant, toothpaste, etc. They were lacking the snacks department, only pretzels, bananas, apples and oranges. All the women were wearing swimsuits. I loved the multiple shower heads in the shower.","I had an [[amazing]] time here! I didn't have any services done, just paid $45 for the day pass. I sat in the different pools, enjoyed some tea, and just had a very relaxing hour. They provide you with everything you need - flip flops, hair cap, curling iron, hair gel, deodorant, toothpaste, etc. They were lacking the snacks department, only pretzels, bananas, apples and oranges. All the women were wearing swimsuits. I loved the multiple shower heads in the shower.",1.0,3.6666666666666665,0.0,4.0
alzantot,yelp,55,0,1,0.668453521,0.88130719,0.90436834,0.9611244,0.895693786,0.91259444,2.025368913,0.9217756,0.395536333,0.44931891,0.841646635,0.445913462,0.437099359,0.870211005,0.181252317,,"Had the pulled pork [[burrito]] and BBQ chicken lettuce [[surrounds]].  Food was good, but [[part]] were extremely small for price.  Service was [[gruesome]].  [[Grabbed]] 45 min to get bill at 4 in the afternoon.","Had the pulled pork [[nachos]] and BBQ chicken lettuce [[wraps]].  Food was good, but [[portions]] were extremely small for price.  Service was [[horrible]].  [[Took]] 45 min to get bill at 4 in the afternoon.",3.0,3.5,0.0,3.0
pso,yelp,128,0,1,0.660632864,0.837571519,0.84418154,0.9561046,0.75772407,0.92035043,2.412790543,0.89344376,0.461641301,0.447716346,0.841245994,0.509214744,0.501201923,0.685470706,0.038162492,,They never have Apprentice services available. [[Evenly]] when [[dreaming]] to book months ahead!,They never have Apprentice services available. [[Even]] when [[trying]] to book months ahead!,2.6666666666666665,2.25,0.0,3.3333333333333335
alzantot,yelp,46,1,0,0.917270166,0.964555217,0.97727865,0.99093866,0.493095252,0.9844765,0.685162385,0.9896104,0.144150834,0.439703526,0.842347756,0.622195513,0.622996795,0.906817871,0.197414862,,"This shelter is [[splendid]] and has generally very [[alright]], friendly people on staff.  The cats and dogs appear to be treated at least as well as one might expect.  When I adopted one of my cats at this establishment, I had to return the next day to have her spayed.  They did it for free, which was great, but the reason they don't get five [[celebrities]] is that the desk clerk completely forgot about my cat and me, and she left us waiting as she [[spoken]] on her cell phone with a friend: she only remembered about us as she was walking out for a smoke and saw us sitting in the lobby.","This shelter is [[fantastic]] and has generally very [[good]], friendly people on staff.  The cats and dogs appear to be treated at least as well as one might expect.  When I adopted one of my cats at this establishment, I had to return the next day to have her spayed.  They did it for free, which was great, but the reason they don't get five [[stars]] is that the desk clerk completely forgot about my cat and me, and she left us waiting as she [[chatted]] on her cell phone with a friend: she only remembered about us as she was walking out for a smoke and saw us sitting in the lobby.",4.25,4.5,1.0,4.25
bae,yelp,264,0,1,0.936671298,0.985376428,0.9759007,0.9928086,0.456308352,0.9762351,0.822408045,0.9839925,0.178928004,0.446113782,0.840444712,0.573317308,0.576522436,0.889829344,0.184888657,,"At first I didn't want to go to Burger [[dog]] because the price of the fries. However, a co-worker brought some burgers to work and offered Me one, although I'd already eaten, I was [[amazed]] at how much I liked the fries. My friends said the burgers were good. I went there Saturday, there was one car at the window and I was at the order menu. The Gal came on and said ""be right with You"", fine. Then, after waiting a while I started keeping track of the time on My dash clock. I waited 4 minutes longer, [[hopped]] out and went to mcdonalds. Good fries there too. Also, the flier They left on My car about a month ago, didn't have the hours of operation or phone number. Burger Dogs is [[complicated]] and will fail.","At first I didn't want to go to Burger [[Dogs]] because the price of the fries. However, a co-worker brought some burgers to work and offered Me one, although I'd already eaten, I was [[suprised]] at how much I liked the fries. My friends said the burgers were good. I went there Saturday, there was one car at the window and I was at the order menu. The Gal came on and said ""be right with You"", fine. Then, after waiting a while I started keeping track of the time on My dash clock. I waited 4 minutes longer, [[backed]] out and went to mcdonalds. Good fries there too. Also, the flier They left on My car about a month ago, didn't have the hours of operation or phone number. Burger Dogs is [[MIS-MANAGED]] and will fail.",4.666666666666667,3.75,0.0,4.333333333333333
pso,yelp,115,1,0,0.937001145,0.972889556,0.9841068,0.9962578,0.243500426,0.99523365,0.467879417,0.98039204,0.198030445,0.46494391,0.828926282,0.405849359,0.406650641,0.931129968,0.163058528,,If you sign up for their rewards program you will get $$ back and 20% off coupon for ALL your shopping on special days so it's a pretty good deal.  This store is [[supposedly]] stocked and clean.,If you sign up for their rewards program you will get $$ back and 20% off coupon for ALL your shopping on special days so it's a pretty good deal.  This store is [[well]] stocked and clean.,2.6666666666666665,4.5,1.0,4.25
pso,yelp,324,0,1,0.866108747,0.938968246,0.9219185,0.9736579,0.600587097,0.90018755,1.946529136,0.808234,0.619299672,0.452023237,0.843549679,0.516426282,0.519230769,0.456275225,0.164973081,,"Bahn MI was just O.K., Pho again was just O.K. I don't [[finish]] it they have great [[recollections]]. Please help us fid great Pho, Bahn Mi, & Ramen in the greater PHX area.","Bahn MI was just O.K., Pho again was just O.K. I don't [[get]] it they have great [[reviews]]. Please help us fid great Pho, Bahn Mi, & Ramen in the greater PHX area.",1.5,2.0,0.0,2.75
pso,yelp,77,0,1,0.784626309,0.934966054,0.95078784,0.8826323,1.210408917,0.8396489,2.807067373,0.815824,0.606920231,0.448217147,0.841045673,0.414663462,0.427884615,0.628624704,0.199510822,,The [[seediest]] place I have [[always]] been. The service was [[amazing]] and the food was even worse. If u are someone who values customer service this isnt the place for you.,The [[worst]] place I have [[ever]] been. The service was [[horrible]] and the food was even worse. If u are someone who values customer service this isnt the place for you.,1.75,4.0,0.0,2.6666666666666665
bae,yelp,226,1,0,0.965941242,0.983677736,0.97705126,0.99733377,0.29177357,0.97806156,0.888906702,0.9839589,0.179115504,0.441606571,0.841646635,0.692708333,0.690304487,0.552224123,0.161691079,,"To get this out quickly, the food is ohh so fried. I personally attempt to regulate my fried intake, and hush puppies will be a once in a blue moon treat. but what a [[shame]] it is.   I HATE catfish, yet somehow hush puppies has managed to convince me the devils fish is not only edible, but tasty. The meat is not at all gritty, and the batter is fantastic. you can order both fresh and farm raised catfish too!   alligator tail is also very tasty. I like me some Ali tail, and hush puppies does not [[shine]]. Not too chewy, and not overly battered. [[sorry]].  Finally.....Sweet Potato Pie! Can't find good sweet slice outside the south, so just offering this made me happy. If you like sweet potatoes, and you like pie, you will like sweet potato pie. Makes sense right?  P.S Crab legs. Yes, crab legs. And they are generous with them. You get the good legs, not the shriveled legs from the lazy crab that never does push ups. These legs have meat on their bones....or shells, or under the shells....whatever.","To get this out quickly, the food is ohh so fried. I personally attempt to regulate my fried intake, and hush puppies will be a once in a blue moon treat. but what a [[treat]] it is.   I HATE catfish, yet somehow hush puppies has managed to convince me the devils fish is not only edible, but tasty. The meat is not at all gritty, and the batter is fantastic. you can order both fresh and farm raised catfish too!   alligator tail is also very tasty. I like me some Ali tail, and hush puppies does not [[disappoint]]. Not too chewy, and not overly battered. [[Fantastic]].  Finally.....Sweet Potato Pie! Can't find good sweet slice outside the south, so just offering this made me happy. If you like sweet potatoes, and you like pie, you will like sweet potato pie. Makes sense right?  P.S Crab legs. Yes, crab legs. And they are generous with them. You get the good legs, not the shriveled legs from the lazy crab that never does push ups. These legs have meat on their bones....or shells, or under the shells....whatever.",1.0,3.0,1.0,2.0
bae,yelp,325,1,0,0.969964153,0.986482207,0.9801403,0.9970059,0.29495504,0.990406,0.538366963,0.96844876,0.251202459,0.448217147,0.839543269,0.729567308,0.720352564,0.805525383,0.181597227,,"Just opposite Cineworld in Fountainbridge, Wing Sing Inn provides a truly Chinese experience, in sometimes amusing ways.  Their menu, for example, features [[interesting]] items such ""Water Swamp Morning - glory in Malaysian style"" and ""Salt & Pepper Fog Leg,"" and when we phoned to place our order, they answered initially in Chinese, and even when persuaded to speak English had a brusque manner that made no concession to conventional notions of customer service.  Nevertheless, this did not [[benefit]] from our enjoyment of the food they delivered.  Me and my friends steered away from the more, umm, unusual sounding dishes and stuck with things like Pak Choi with Mushrooms and Yu-Hung Aubergine which were excellent and came with delightful garnishes.  The many Chinese customers who frequent this restaurant bear witness to the fact that Wing Sing Inn, despite its cheesy name, is the real deal for authentic Asian cooking.","Just opposite Cineworld in Fountainbridge, Wing Sing Inn provides a truly Chinese experience, in sometimes amusing ways.  Their menu, for example, features [[appetising]] items such ""Water Swamp Morning - glory in Malaysian style"" and ""Salt & Pepper Fog Leg,"" and when we phoned to place our order, they answered initially in Chinese, and even when persuaded to speak English had a brusque manner that made no concession to conventional notions of customer service.  Nevertheless, this did not [[detract]] from our enjoyment of the food they delivered.  Me and my friends steered away from the more, umm, unusual sounding dishes and stuck with things like Pak Choi with Mushrooms and Yu-Hung Aubergine which were excellent and came with delightful garnishes.  The many Chinese customers who frequent this restaurant bear witness to the fact that Wing Sing Inn, despite its cheesy name, is the real deal for authentic Asian cooking.",2.6666666666666665,3.6666666666666665,1.0,3.75
bae,yelp,303,0,1,0.701687939,0.905454545,0.88370025,0.889073,1.100727021,0.71012187,4.723735566,0.71745235,0.751728247,0.454727564,0.825420673,0.433092949,0.440304487,0.610399598,0.010850616,,Never coming here again found [[happiness]] in my to go food,Never coming here again found [[hair]] in my to go food,1.0,2.0,0.0,3.0
alzantot,yelp,220,0,1,0.431670011,0.85515873,0.90286475,0.8409654,1.245082265,0.8952822,3.251580536,0.8823012,0.485177925,0.458633814,0.834635417,0.428685897,0.440705128,0.809372944,0.101756196,,[[Brute]]. Go support a [[genuine]] Italian restaurant.,[[Gross]]. Go support a [[real]] Italian restaurant.,2.6666666666666665,3.25,0.0,3.3333333333333335
pso,yelp,130,1,0,0.976128007,0.989578717,0.99412113,0.99301064,0.407790812,0.9873147,0.504302486,0.9886683,0.150543844,0.445813301,0.842347756,0.689503205,0.693509615,0.594903219,0.174987178,,"Haha, good [[breaks]]. My favorite memory was when my to-be-unnamed acquaintance who I was eating with got yelled at by the owner!  This is a positive review since the guy was a jerk anyway.  Bottom line is that this is a real deal local place and the guy that runs it doesn't take any crap.  Note that it has limited hours (basically just weekday lunchtime) and that you must pay in cash.  The motley crew of young student types that work there are sincere and helpful, just trying to get people fed and out the door!","Haha, good [[times]]. My favorite memory was when my to-be-unnamed acquaintance who I was eating with got yelled at by the owner!  This is a positive review since the guy was a jerk anyway.  Bottom line is that this is a real deal local place and the guy that runs it doesn't take any crap.  Note that it has limited hours (basically just weekday lunchtime) and that you must pay in cash.  The motley crew of young student types that work there are sincere and helpful, just trying to get people fed and out the door!",1.6666666666666667,4.333333333333333,0.0,3.0
bae,yelp,3,1,0,0.942500765,0.979846093,0.9874194,0.9915704,0.511060693,0.9748916,0.938532696,0.9912511,0.132279439,0.441907051,0.84375,0.637419872,0.659455128,0.878602141,0.185713984,,"Wow, this place was packed at noon! There was a line almost out the door when I entered. I browsed through the menu while I waited. Having eaten at a Kneader's Bakery when I visited the SLC area, I was interested in trying out the sandwiches and baked goods here to [[understand]] if the AZ location was as good as my previous experience.  I decided on the turkey [[bread]] sandwich ($4.39) on hazelnut 12 grain, a mint chocolate chip brownie, and a soda. The half [[bread]] was very filling, with nicely seasoned roast turkey, fresh lettuce, tomato, and onion, with mayo. The bread was soft, with large crunchy pieces of hazelnut in it.  The mint chocolate brownie was delicious. It was thick, fudgey, with a light whipped-cream mint frosting.   Sodas are Coke-based, and there is a self serve fountain.  [[hardly]] a tasty place for a sandwich or baked sweet!","Wow, this place was packed at noon! There was a line almost out the door when I entered. I browsed through the menu while I waited. Having eaten at a Kneader's Bakery when I visited the SLC area, I was interested in trying out the sandwiches and baked goods here to [[see]] if the AZ location was as good as my previous experience.  I decided on the turkey [[half]] sandwich ($4.39) on hazelnut 12 grain, a mint chocolate chip brownie, and a soda. The half [[sandwich]] was very filling, with nicely seasoned roast turkey, fresh lettuce, tomato, and onion, with mayo. The bread was soft, with large crunchy pieces of hazelnut in it.  The mint chocolate brownie was delicious. It was thick, fudgey, with a light whipped-cream mint frosting.   Sodas are Coke-based, and there is a self serve fountain.  [[Definitely]] a tasty place for a sandwich or baked sweet!",1.6666666666666667,4.0,0.0,2.3333333333333335
bae,yelp,283,1,0,0.856775555,0.944656067,0.9649312,0.99174505,0.559933508,0.98640305,0.69078252,0.97969925,0.201498245,0.443709936,0.842848558,0.580528846,0.588541667,0.877331671,0.183357774,,"While we were happy to finally have what [[sounded]] like a decent place in Forest Hills, we were [[enthusiastic]] about whether the new restaurant would compare to alternatives in Shadyside et al.  [[our]] were not [[impressed]].  The pork osso bucco is amazing, first of all.  It's both [[sweet]] (one of those meat dishes [[have]] been cooked on the bone in some [[game]] of savory sauce for a long time) and impressively presented.  [[our]] also had the calamari for an appetizer, which was not overcooked, too [[fresh]], or too greasy as fried calamari often can be.  I also thought the basil dipping sauce was something new.  The tiramisu looked amazing, but we were too full to try it - next time!  It was nice to see that they have a gluten free menu for friends with dietary concerns, or for the days when we're trying to be healthy :)  The beer and wine [[selections]] are both [[nice]] with a [[whole]] range of prices and international selection.    The atmosphere is pleasant.  [[looking]] festive but not too loud, the tables aren't too close together, they have a [[group]] of TVs with sports around, and you can see the wine [[ries]].  There's also a white grand piano near the entrance, haha.  We sat inside, but the patio looks nice.  We walked, but it looks like parking is easy enough.  The waitstaff needs further refining, but we expected that given that the place is new.  We could at least see that they were very eager to please and [[accept]] any errors.","While we were happy to finally have what [[looked]] like a decent place in Forest Hills, we were [[skeptical]] about whether the new restaurant would compare to alternatives in Shadyside et al.  [[We]] were not [[disappointed]].  The pork osso bucco is amazing, first of all.  It's both [[delicious]] (one of those meat dishes [[that's]] been cooked on the bone in some [[kind]] of savory sauce for a long time) and impressively presented.  [[We]] also had the calamari for an appetizer, which was not overcooked, too [[salty]], or too greasy as fried calamari often can be.  I also thought the basil dipping sauce was something new.  The tiramisu looked amazing, but we were too full to try it - next time!  It was nice to see that they have a gluten free menu for friends with dietary concerns, or for the days when we're trying to be healthy :)  The beer and wine [[selection]] are both [[great]] with a [[wide]] range of prices and international selection.    The atmosphere is pleasant.  [[It's]] festive but not too loud, the tables aren't too close together, they have a [[number]] of TVs with sports around, and you can see the wine [[cave]].  There's also a white grand piano near the entrance, haha.  We sat inside, but the patio looks nice.  We walked, but it looks like parking is easy enough.  The waitstaff needs further refining, but we expected that given that the place is new.  We could at least see that they were very eager to please and [[fix]] any errors.",2.6666666666666665,3.5,1.0,3.75
bae,yelp,251,1,0,0.870695933,0.964089751,0.9658006,0.9782726,0.664350026,0.8885142,2.353712599,0.8512969,0.545349659,0.46474359,0.833533654,0.512419872,0.520032051,0.501713902,0.143963097,,"[[bad]] Mexican food. They make their lemonade the hispanic way with limes. Soooo [[poor]]. Crowded during peak hours of lunch and dinner. No alcohol, but the food is the best. Looking for good Mexican food this is your spot. [[nothing]] on the menu will go [[good]]. It is a place to try good quality mexican food.","[[Authentic]] Mexican food. They make their lemonade the hispanic way with limes. Soooo [[good]]. Crowded during peak hours of lunch and dinner. No alcohol, but the food is the best. Looking for good Mexican food this is your spot. [[Nothing]] on the menu will go [[wrong]]. It is a place to try good quality mexican food.",1.0,3.0,0.0,1.3333333333333333
bae,yelp,154,0,1,0.768933895,0.921614179,0.94842005,0.9818078,0.764015024,0.9863309,0.667845984,0.96386415,0.268833953,0.4453125,0.842948718,0.458333333,0.465544872,0.887065351,0.152999261,,"Decent happy hour beer [[quality]]...and an overall good vibe.  But the food is [[fantastic]].  It looks [[so]] appetizing but has no flavor [[there]].  The chicken green chili rolls had white meat chicken and cheese and green chilis [[packed]] in a spring roll [[wrap]] and deep fried.  What's not to like, right?  Well [[anyway]], there was no taste at all.  It didn't [[ever]] taste [[over]] cardboard, just like nothing.  The salsa [[too]] was very bland.  [[they]] have to say though that the guac was not bad.  So, go there to drink and to watch the 10,000 TVs they have but not for the food.","Decent happy hour beer [[prices]]...and an overall good vibe.  But the food is [[terrible]].  It looks [[really]] appetizing but has no flavor [[whatsoever]].  The chicken green chili rolls had white meat chicken and cheese and green chilis [[wrapped]] in a spring roll [[wrapper]] and deep fried.  What's not to like, right?  Well [[yeah]], there was no taste at all.  It didn't [[even]] taste [[like]] cardboard, just like nothing.  The salsa [[also]] was very bland.  [[I]] have to say though that the guac was not bad.  So, go there to drink and to watch the 10,000 TVs they have but not for the food.",2.3333333333333335,4.0,0.0,3.25
pso,yelp,157,1,0,0.927974771,0.967149538,0.96713006,0.98802596,0.523917902,0.98149604,0.78393699,0.9623648,0.274354602,0.461438301,0.839242788,0.669471154,0.674679487,0.722134188,0.210579051,,"We enjoy visiting Holstein's at Cosmo when we are in town. Sure, you can eat at the hoity toity spots if you want. We enjoy sharing a burger and Caesar salad. Yea, don't be afraid to share. The burgers are [[inexhaustible]]. Service is friendly and efficient. The only [[chill]] I would say are the low seated booths and awkwardly uncomfortable chairs.","We enjoy visiting Holstein's at Cosmo when we are in town. Sure, you can eat at the hoity toity spots if you want. We enjoy sharing a burger and Caesar salad. Yea, don't be afraid to share. The burgers are [[plentiful]]. Service is friendly and efficient. The only [[complaint]] I would say are the low seated booths and awkwardly uncomfortable chairs.",2.75,3.75,1.0,3.25
pso,yelp,330,1,0,0.951643331,0.977731864,0.9699954,0.9853239,0.48573343,0.99360037,0.514069562,0.99395937,0.109915737,0.457431891,0.831630609,0.725961538,0.741586538,0.84489345,0.241148921,,"Do you wear light flannel in the summer and listen to Decembrists? This place is for you!   But really, if you're looking for atmosphere maybe you'll go to Michelangelo's. But if you want straight up [[unnecessarily]] made coffee and vegetarian breakfasts, this is the place.","Do you wear light flannel in the summer and listen to Decembrists? This place is for you!   But really, if you're looking for atmosphere maybe you'll go to Michelangelo's. But if you want straight up [[well]] made coffee and vegetarian breakfasts, this is the place.",2.25,4.0,1.0,4.25
pso,yelp,331,0,1,0.974930803,0.988883278,0.99214894,0.9998646,0.056754389,0.998029,0.257602793,0.99914235,0.041419691,0.443509615,0.843950321,0.723557692,0.736778846,0.939283568,0.201521133,,"Being from new jersey (and having the possessive attitude over Italian food that comes with my drivers license from thy part of the country), I was worried about eating Italian in Phoenix.  The antipasta was [[sheerly]] really good.  The mozzarella and prosciutto were fresh and tasty.  But only 1 1/2 of the 6 people I went out with enjoyed their entree, mostly pasta dishes that were too bland and sauceless.  The desserts were tasty.  The service was polite but slow.  I'm usually pretty forgiving but this place was not great.","Being from new jersey (and having the possessive attitude over Italian food that comes with my drivers license from thy part of the country), I was worried about eating Italian in Phoenix.  The antipasta was [[actually]] really good.  The mozzarella and prosciutto were fresh and tasty.  But only 1 1/2 of the 6 people I went out with enjoyed their entree, mostly pasta dishes that were too bland and sauceless.  The desserts were tasty.  The service was polite but slow.  I'm usually pretty forgiving but this place was not great.",3.3333333333333335,3.75,0.0,3.0
pso,yelp,62,1,0,0.942615148,0.928360101,0.9564372,0.96626973,0.633809473,0.97047645,1.47631892,0.9285033,0.378144912,0.465044071,0.833733974,0.475961538,0.481169872,0.745917875,0.125942347,,"[[Drastic]] coffee, vibe, and food.   TERRIBLE parking, take the light rail if you can!","[[Great]] coffee, vibe, and food.   TERRIBLE parking, take the light rail if you can!",2.5,2.75,0.0,4.5
bae,yelp,79,0,1,0.915162176,0.958558465,0.98164356,0.9938929,0.383235401,0.998478,0.220726751,0.9968898,0.078869844,0.441706731,0.84385016,0.566105769,0.559695513,0.904923224,0.167063892,,"This place definitely has an awesome ambiance...very trendy chic. In respect to the food, there was definitely something left to be desired there. I love how a place claims to be tapas...but it is just smaller portions of a regular dish. That is not tapas! True tapas is small portions yes but incredibly [[delicious]] and delectable...something that packs a punch! The food here was okay...we tried the risotto, fish, pasta, and the cheese platter (pretty [[bad]]), just to mention a few. For me personally, not [[for]] the price. I have had [[longer]] and cheaper tapas in NYC.","This place definitely has an awesome ambiance...very trendy chic. In respect to the food, there was definitely something left to be desired there. I love how a place claims to be tapas...but it is just smaller portions of a regular dish. That is not tapas! True tapas is small portions yes but incredibly [[tasty]] and delectable...something that packs a punch! The food here was okay...we tried the risotto, fish, pasta, and the cheese platter (pretty [[awful]]), just to mention a few. For me personally, not [[worth]] the price. I have had [[better]] and cheaper tapas in NYC.",3.0,3.5,0.0,3.75
bae,yelp,55,0,1,0.931838481,0.970480203,0.98756856,0.9809164,0.628556028,0.9659561,1.275950109,0.92624456,0.384071673,0.450721154,0.838040865,0.450320513,0.446314103,0.434866667,0.177914728,,"Had the pulled pork nachos and BBQ chicken lettuce wraps.  Food was good, but portions were extremely small for price.  Service was [[awesome]].  Took 45 min to get bill at 4 in the afternoon.","Had the pulled pork nachos and BBQ chicken lettuce wraps.  Food was good, but portions were extremely small for price.  Service was [[horrible]].  Took 45 min to get bill at 4 in the afternoon.",1.0,4.5,0.0,3.0
bae,yelp,48,0,1,0.892385031,0.9551575,0.9739409,0.98571146,0.626827856,0.98875874,0.599381894,0.98548025,0.170409821,0.447816506,0.842147436,0.666266026,0.656650641,0.81124469,0.199647852,,"I am [[terrified]] of this place. Too many loud noises and bright lights. I feel like I'm on mushrooms when I'm in here. A [[good]] batch of mushrooms. This is an all-slots casino with no hotel attached. This means that you cannot enter, under any circumstances, if you are under 21. [[enough]] even to order food from the filthy deep-fried [[pantry]] that serves up fried oreos (hell yes), fried twinkies, and a billion different kinds of hot dogs.  The oreos are cheap and dipped/fried fresh, so it's worth it to stand in a line 20-deep with a sticky floor to get to them. But actually hanging out here and gambling? [[either]] way.","I am [[scared]] of this place. Too many loud noises and bright lights. I feel like I'm on mushrooms when I'm in here. A [[bad]] batch of mushrooms. This is an all-slots casino with no hotel attached. This means that you cannot enter, under any circumstances, if you are under 21. [[Not]] even to order food from the filthy deep-fried [[counter]] that serves up fried oreos (hell yes), fried twinkies, and a billion different kinds of hot dogs.  The oreos are cheap and dipped/fried fresh, so it's worth it to stand in a line 20-deep with a sticky floor to get to them. But actually hanging out here and gambling? [[No]] way.",2.75,3.0,0.0,3.6666666666666665
bae,yelp,374,1,0,0.398328716,0.628942486,0.7010391,0.6668835,1.915071245,0.5545607,6.731132325,0.6541425,0.831694183,0.450420673,0.816907051,0.466346154,0.46474359,0.575204781,0.14524774,,[[there]] is the best [[selling]] place in Scottsdale. Best [[home]] [[maybe]].,[[This]] is the best [[breakfast]] place in Scottsdale. Best [[sandwiches]] [[ever]].,1.3333333333333333,3.0,1.0,4.0
